,ext_debt_stocks,inflation_rate,unemployment_rate,mortality_by_1000,resources_rent_procent_of_GDP,military_expenditure_procent_of_GDP,arms_imports,democracy_index,corruption_index,GPD_per_capita,fertility_rate,energy_access_procent_of_population,population,unseat_current_state_head_attempt,trade_openness,state_control_over_territory,political_violence
78,4765860589.2,200.0,8.83,7.696,12.4321481390096,4.1,20.04204722725174,0.14,0.0,7.048386408721883,3.0,90.2,7.673223121121708,0.0,6.5,0.0,0.0
79,4765860589.2,200.0,8.83,7.696,12.4321481390096,4.1,20.04204722725174,0.14,0.0,7.048386408721883,3.0,90.2,7.673223121121708,0.0,6.5,0.0,0.0
80,4765860589.2,200.0,8.83,7.696,12.4321481390096,4.1,20.04204722725174,0.14,0.0,7.048386408721883,3.0,90.2,7.673223121121708,0.0,6.5,0.0,0.0
81,4765860589.2,200.0,8.83,7.696,12.4321481390096,4.1,20.04204722725174,0.14,0.0,7.048386408721883,3.0,90.2,7.673223121121708,0.0,6.5,0.0,0.0
82,4765860589.2,200.0,8.83,7.696,12.4321481390096,4.1,20.04204722725174,0.14,0.0,7.048386408721883,3.0,90.2,7.673223121121708,0.0,6.5,0.0,0.0
83,4765860589.2,200.0,8.83,7.696,12.4321481390096,4.1,20.04204722725174,0.14,0.0,7.048386408721883,3.0,90.2,7.673223121121708,0.0,6.5,0.0,0.0
84,3747044962.9,1.45069057605958,7.73000001907349,10.211,7.4271100051454,2.36016226686091,0.0,0.372,0.779,8.232321300037636,6.14,37.59999847412109,7.524222258966552,0.0,6.4,74.273,1.574
85,10073207229.5,0.64267352185089,0.0,8.594,6.40469692102559,1.17379348253472,15.89495209964411,0.136,0.918,8.952410222275557,4.64,61.03086471557617,7.882581675850321,0.0,4.2,90.875,1.299
86,10073207229.5,0.64267352185089,0.0,8.594,6.40469692102559,1.17379348253472,15.89495209964411,0.136,0.918,8.952410222275557,4.64,61.03086471557617,7.882581675850321,0.0,4.2,90.875,1.299
87,10073207229.5,0.64267352185089,0.0,8.594,6.40469692102559,1.17379348253472,15.89495209964411,0.136,0.918,8.952410222275557,4.64,61.03086471557617,7.882581675850321,0.0,4.2,90.875,1.299
88,10073207229.5,0.64267352185089,0.0,8.594,6.40469692102559,1.17379348253472,15.89495209964411,0.136,0.918,8.952410222275557,4.64,61.03086471557617,7.882581675850321,0.0,4.2,90.875,1.299
89,10073207229.5,0.64267352185089,0.0,8.594,6.40469692102559,1.17379348253472,15.89495209964411,0.136,0.918,8.952410222275557,4.64,61.03086471557617,7.882581675850321,0.0,4.2,90.875,1.299
90,3074719048.7,8.64,4.55,14.804,12.3846874433469,1.53463751403247,16.70588231586044,0.103,0.925,7.449689959035357,6.08,15.146257400512695,6.8012318651980905,0.0,3.1,89.667,0.227
91,3074719048.7,8.64,4.55,14.804,12.3846874433469,1.53463751403247,16.70588231586044,0.103,0.925,7.449689959035357,6.08,15.146257400512695,6.8012318651980905,0.0,3.1,89.667,0.227
92,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
93,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
94,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
95,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
96,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
97,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
98,2596917266.2,-0.661709164713696,11.3,7.331,0.514492082955642,0.994575822723645,18.56910074907064,0.231,0.893,8.740784642408409,4.98,71.5,8.177363846005894,0.0,4.9,58.636,2.907
99,7304904667.0,2.68598277212217,0.0,9.179,5.86322500828741,1.14443329649881,16.012735135300492,0.161,0.936,8.851674590491966,4.78,58.5955924987793,7.8318732975660605,0.0,4.9,95.4,0.96
100,7304904667.0,2.68598277212217,0.0,9.179,5.86322500828741,1.14443329649881,16.012735135300492,0.161,0.936,8.851674590491966,4.78,58.5955924987793,7.8318732975660605,0.0,4.9,95.4,0.96
101,7304904667.0,2.68598277212217,0.0,9.179,5.86322500828741,1.14443329649881,16.012735135300492,0.161,0.936,8.851674590491966,4.78,58.5955924987793,7.8318732975660605,0.0,4.9,95.4,0.96
102,7304904667.0,2.68598277212217,0.0,9.179,5.86322500828741,1.14443329649881,16.012735135300492,0.161,0.936,8.851674590491966,4.78,58.5955924987793,7.8318732975660605,0.0,4.9,95.4,0.96
103,2799378941.3,4.3771266506566,1.07,13.693,13.2002505902492,2.0188218544744,13.815510557964274,0.095,0.966,7.991920036199282,6.05,7.699999809265137,7.292673402829201,0.0,5.2,79.286,1.736
104,2799378941.3,4.3771266506566,1.07,13.693,13.2002505902492,2.0188218544744,13.815510557964274,0.095,0.966,7.991920036199282,6.05,7.699999809265137,7.292673402829201,0.0,5.2,79.286,1.736
105,2799378941.3,4.3771266506566,1.07,13.693,13.2002505902492,2.0188218544744,13.815510557964274,0.095,0.966,7.991920036199282,6.05,7.699999809265137,7.292673402829201,0.0,5.2,79.286,1.736
106,2799378941.3,4.3771266506566,1.07,13.693,13.2002505902492,2.0188218544744,13.815510557964274,0.095,0.966,7.991920036199282,6.05,7.699999809265137,7.292673402829201,0.0,5.2,79.286,1.736
107,2799378941.3,4.3771266506566,1.07,13.693,13.2002505902492,2.0188218544744,13.815510557964274,0.095,0.966,7.991920036199282,6.05,7.699999809265137,7.292673402829201,0.0,5.2,79.286,1.736
108,2799378941.3,4.3771266506566,1.07,13.693,13.2002505902492,2.0188218544744,13.815510557964274,0.095,0.966,7.991920036199282,6.05,7.699999809265137,7.292673402829201,0.0,5.2,79.286,1.736
109,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
110,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
111,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
112,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
113,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
114,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
115,2228591634.7,-0.576090369833086,0.0,8.799,9.80728420062919,1.6,16.11809565095832,0.497,0.541,7.73665681704833,7.17,16.600000381469727,7.653279041961221,0.0,4.5,65.778,1.225
116,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
117,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
118,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
119,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
120,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
121,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
122,32413349871.7,9.00938718326781,4.30999994277954,13.803,5.07001292469572,0.417636536781708,19.041257231677477,0.424,0.916,11.377789654526927,5.59,52.5,9.871739783253375,0.0,2.1,82.727,3.015
123,75455613.8,9.0,6.08,11.263,7.71804405686972,11.8604149677876,17.785802471516394,0.04,0.342,8.653826069458695,5.69,25.874610900878903,5.475253615232306,0.0,10.0,100.0,0.54
124,75455613.8,9.0,6.08,11.263,7.71804405686972,11.8604149677876,17.785802471516394,0.04,0.342,8.653826069458695,5.69,25.874610900878903,5.475253615232306,0.0,10.0,100.0,0.54
125,75455613.8,9.0,6.08,11.263,7.71804405686972,11.8604149677876,17.785802471516394,0.04,0.342,8.653826069458695,5.69,25.874610900878903,5.475253615232306,0.0,10.0,100.0,0.54
126,7298886699.6,22.0,13.77,6.137,2.10342672948231,3.9,17.312018119430753,0.18,0.82,7.3783837129967145,4.1,67.3,7.955775781534187,0.0,3.6,0.0,0.0
127,7298886699.6,22.0,13.77,6.137,2.10342672948231,3.9,17.312018119430753,0.18,0.82,7.3783837129967145,4.1,67.3,7.955775781534187,0.0,3.6,0.0,0.0
128,7298886699.6,22.0,13.77,6.137,2.10342672948231,3.9,17.312018119430753,0.18,0.82,7.3783837129967145,4.1,67.3,7.955775781534187,0.0,3.6,0.0,0.0
129,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
130,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
131,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
132,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
133,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
134,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
135,19783760501.7,6.58217440250398,2.78,7.361,2.70200680808594,1.31807026111731,17.216707939626428,0.401,0.663,9.613663120202672,3.77,41.59999847412109,8.53092941602813,0.0,4.4,89.05,0.757
